Point,IDT_ms,X_Fuel,X_O2,X_N2,P,T,PHI,Set
893,0.363,0.2292,4.0,0.0,15.02,1318.0,0.97,Training
895,0.497,0.2411,4.0,0.0,15.33,1278.0,1.02,Training
896,0.76,0.2458,4.0,0.0,15.38,1229.0,1.04,Training
897,2.094,0.234,4.0,0.0,15.93,1161.0,0.99,Training
898,0.702,0.2363,4.0,0.0,12.65,1264.0,1.0,Training
899,1.535,0.2718,4.0,0.0,12.95,1199.0,1.15,Training
900,0.164,0.208,4.0,0.0,1.28,1483.0,0.88,Training
901,0.431,0.1938,4.0,0.0,1.34,1421.0,0.82,Training
902,1.185,0.2434,4.0,0.0,1.35,1338.0,1.03,Training
903,1.795,0.2647,4.0,0.0,1.38,1296.0,1.12,Training
904,1.02,0.2623,4.0,0.0,1.33,1356.0,1.11,Training
905,0.164,0.208,4.0,0.0,1.28,1483.0,0.88,Validation
906,0.431,0.1938,4.0,0.0,1.34,1421.0,0.82,Validation
907,1.185,0.2434,4.0,0.0,1.35,1338.0,1.03,Validation
909,1.02,0.2623,4.0,0.0,1.33,1356.0,1.11,Validation
910,0.296,1.4435,20.7051,77.8513,11.61,1166.0,1.18,Training
912,0.718,1.3591,20.7229,77.918,9.86,1109.0,1.11,Training
913,1.44,1.3832,20.7178,77.899,11.05,1031.0,1.13,Training
914,0.115,1.2987,20.7356,77.9658,9.51,1253.0,1.06,Training
915,0.21,1.3107,20.733,77.9562,10.24,1208.0,1.07,Training
916,0.565,1.4194,20.7102,77.8704,11.03,1118.0,1.16,Training
917,0.93,1.1897,20.7585,78.0518,11.65,1074.0,0.97,Training
918,1.221,1.2745,20.7407,77.9849,15.2,1011.0,1.04,Training
919,0.715,1.3712,20.7203,77.9085,14.4,1072.0,1.12,Training
921,0.458,1.4957,21.0,0.0,17.2,1061.0,1.25,Training
922,0.16,0.9573,21.0,0.0,15.8,1194.0,0.8,Training
923,0.506,1.2444,21.0,0.0,17.1,1053.0,1.04,Training
924,0.444,1.041,21.0,0.0,16.9,1085.0,0.87,Training
925,0.416,1.3162,21.0,0.0,17.2,1082.0,1.1,Training
926,1.754,0.2325,4.0,0.0,12.84,1185.0,1.02,Training
927,2.623,0.2393,4.0,0.0,13.11,1147.0,1.05,Training
928,0.8,0.237,4.0,0.0,12.75,1242.0,1.04,Validation
930,0.32,0.2165,4.0,0.0,12.06,1342.0,0.95,Training
931,0.237,0.2051,4.0,0.0,11.82,1386.0,0.9,Training
932,2.275,0.253,4.0,0.0,15.7,1146.0,1.11,Validation
933,1.24,0.2462,4.0,0.0,15.45,1181.0,1.08,Training
934,0.815,0.2621,4.0,0.0,15.26,1219.0,1.15,Training
935,0.507,0.2142,4.0,0.0,15.17,1278.0,0.94,Training
936,0.37,0.2416,4.0,0.0,14.95,1313.0,1.06,Training
937,0.23,0.2644,4.0,0.0,14.99,1374.0,1.16,Training
938,1.381,1.323,20.7305,77.9466,12.63,1024.0,1.12,Training
939,0.64,1.019,20.7943,78.1867,11.99,1118.0,0.86,Training
941,0.199,1.4859,20.6962,77.8179,30.63,1092.0,1.26,Training
942,0.517,1.0776,20.782,78.1404,32.36,1029.0,0.91,Training
943,1.452,1.4045,20.7133,77.8822,15.3,999.0,1.19,Training
944,0.498,1.4394,20.706,77.8546,14.6,1087.0,1.22,Training
945,1.285,1.4045,20.7133,77.8822,14.9,1015.0,1.19,Validation
946,0.377,1.5323,20.6865,77.7812,14.0,1138.0,1.3,Training
947,0.566,0.2508,4.0,0.0,12.51,1296.0,1.13,Validation
949,0.26,0.2419,4.0,0.0,12.35,1379.0,1.09,Training
950,0.192,0.2308,4.0,0.0,12.26,1410.0,1.04,Training
951,1.007,0.233,4.0,0.0,13.03,1217.0,1.05,Validation
952,1.228,0.1997,4.0,0.0,12.96,1209.0,0.9,Training
953,1.093,0.1997,4.0,0.0,13.07,1216.0,0.9,Validation
954,1.065,0.2352,4.0,0.0,12.99,1216.0,1.06,Training
957,0.061,0.1975,4.0,0.0,1.09,1610.0,0.89,Validation
960,0.515,0.2508,4.0,0.0,1.14,1436.0,1.13,Training
962,0.231,0.324,4.0,0.0,1.09,1537.0,1.46,Training
963,0.053,0.2996,4.0,0.0,1.14,1694.0,1.35,Training
964,0.349,1.2545,20.7449,78.0007,10.8,1152.0,1.09,Training
965,1.703,1.3566,20.7234,77.92,11.99,1010.0,1.18,Training
966,0.806,1.0837,20.7807,78.1356,11.24,1091.0,0.94,Training
967,0.144,1.1179,20.7735,78.1085,10.24,1233.0,0.97,Training
969,0.174,0.2124,4.0,0.0,1.16,1508.0,1.01,Training
970,0.041,0.1934,4.0,0.0,1.22,1608.0,0.92,Training
972,0.157,0.2418,4.0,0.0,1.26,1512.0,1.15,Training
973,0.382,0.1871,4.0,0.0,1.21,1442.0,0.89,Training
974,0.671,0.1955,4.0,0.0,1.28,1385.0,0.93,Training
975,0.088,0.1934,4.0,0.0,1.23,1572.0,0.92,Training
976,1.883,0.2145,4.0,0.0,1.43,1284.0,1.02,Training
977,1.277,1.0598,20.7858,78.1545,11.85,1030.0,0.97,Training
978,0.309,1.0057,20.7971,78.1972,10.65,1174.0,0.92,Training
979,1.037,1.049,20.788,78.163,11.21,1084.0,0.96,Validation
981,0.249,1.1354,20.7699,78.0947,10.47,1196.0,1.04,Training
983,20.07,0.51,9.9,89.59,16.641,841.7,1.0,Validation
984,21.52,0.51,9.9,89.59,17.027,847.4,1.0,Training
985,24.42,0.51,9.9,89.59,17.035,847.6,1.0,Training
986,17.71,0.51,9.9,89.59,17.527,856.7,1.0,Training
987,20.07,0.51,9.9,89.59,17.877,862.6,1.0,Validation
988,11.45,0.51,9.9,89.59,16.935,886.7,1.0,Training
989,9.69,0.51,9.9,89.59,17.271,891.9,1.0,Validation
990,7.34,0.51,9.9,89.59,16.399,924.7,1.0,Training
992,4.24,0.51,9.9,89.59,18.325,962.6,1.0,Training
993,5.15,0.51,9.9,89.59,18.889,973.4,1.0,Validation
994,4.08,0.51,9.9,89.59,16.167,982.9,1.0,Training
995,2.18,0.51,9.9,89.59,14.058,1015.4,1.0,Validation
996,2.42,0.51,9.9,89.59,14.306,1021.0,1.0,Training
997,1.85,0.51,9.9,89.59,17.014,1042.3,1.0,Training
999,1.35,0.51,9.9,89.59,16.452,1078.5,1.0,Training
1000,1.4,0.51,9.9,89.59,14.461,1078.9,1.0,Training
1001,0.92542,0.51,9.9,89.59,15.731,1128.2,1.0,Training
1002,0.53416,0.51,9.9,89.59,16.495,1210.6,1.0,Training
1003,0.36966,0.51,9.9,89.59,16.06,1271.9,1.0,Training
1004,0.38468,0.51,9.9,89.59,16.142,1274.6,1.0,Validation
1005,0.18554,0.51,9.9,89.59,16.666,1388.9,1.0,Training
1006,0.11695,0.51,9.9,89.59,18.31,1448.5,1.0,Training
1007,0.06834,0.51,9.9,89.59,18.176,1508.7,1.0,Training
1009,0.0269614,0.51,9.9,89.59,19.002,1712.1,1.0,Training
1010,7.94,1.0,9.8,89.2,16.9702,893.9,2.0,Training
1011,6.34,1.0,9.8,89.2,17.059,922.7,2.0,Training
1012,4.67,1.0,9.8,89.2,17.9277,944.8,2.0,Training
1013,4.12,1.0,9.8,89.2,18.2491,977.0,2.0,Training
1014,3.25,1.0,9.8,89.2,15.5522,999.2,2.0,Training
1015,2.0,1.0,9.8,89.2,15.9807,1038.3,2.0,Training
1016,1.48,1.0,9.8,89.2,14.125,1072.5,2.0,Training
1017,1.43,1.0,9.8,89.2,15.9668,1071.5,2.0,Validation
1018,1.2,1.0,9.8,89.2,16.1363,1075.8,2.0,Training
1019,0.925596,1.0,9.8,89.2,16.4639,1109.8,2.0,Training
1020,0.784838,1.0,9.8,89.2,16.3371,1134.8,2.0,Training
1021,0.71721,1.0,9.8,89.2,13.6671,1175.3,2.0,Training
1022,0.691245,1.0,9.8,89.2,15.6458,1180.2,2.0,Training
1023,0.590361,1.0,9.8,89.2,14.2725,1193.6,2.0,Training
1024,0.468979,1.0,9.8,89.2,14.3536,1267.7,2.0,Training
1025,0.37485,1.0,9.8,89.2,15.9366,1250.7,2.0,Validation
1026,0.373901,1.0,9.8,89.2,16.1852,1257.2,2.0,Training
1027,0.299207,1.0,9.8,89.2,16.7093,1296.3,2.0,Training
1028,0.269318,1.0,9.8,89.2,17.7899,1309.6,2.0,Training
1029,0.228643,1.0,9.8,89.2,16.7481,1353.0,2.0,Validation
1030,0.219633,1.0,9.8,89.2,16.6895,1351.9,2.0,Training
1031,0.18499,1.0,9.8,89.2,14.5907,1402.5,2.0,Training
1032,0.118375,1.0,9.8,89.2,15.8992,1458.7,2.0,Training
1033,0.0959756,1.0,9.8,89.2,11.39,1552.0,2.0,Training
1034,0.0718422,1.0,9.8,89.2,17.7198,1531.5,2.0,Training
1036,0.0491892,1.0,9.8,89.2,15.5223,1586.9,2.0,Training
1037,0.0482995,1.0,9.8,89.2,15.9881,1607.2,2.0,Validation
1038,0.041365,1.0,9.8,89.2,16.1256,1616.2,2.0,Training
1039,0.0344198,1.0,9.8,89.2,16.3754,1626.6,2.0,Validation
1040,0.467,1.224,20.751,78.025,11.1,1138.0,1.0,Training
1041,0.457,1.224,20.751,78.025,10.7,1148.0,1.0,Validation
1042,0.828,1.224,20.751,78.025,10.8,1086.0,1.0,Validation
1043,0.458,1.224,20.751,78.025,10.1,1162.0,1.0,Validation
1044,0.253,1.224,20.751,78.025,10.1,1194.0,1.0,Validation
1045,0.24,1.224,20.751,78.025,9.9,1214.0,1.0,Training
1046,0.222,1.224,20.751,78.025,9.7,1222.0,1.0,Validation
1047,0.802,1.224,20.751,78.025,10.3,1099.0,1.0,Training
1048,1.561,1.224,20.751,78.025,9.3,1046.0,1.0,Training
1049,0.367,1.224,20.751,78.025,10.6,1176.0,1.0,Training
1050,0.348,1.224,20.751,78.025,12.3,1156.0,1.0,Training
1051,0.806,1.224,20.751,78.025,10.6,1089.0,1.0,Validation
1052,0.67,1.224,20.751,78.025,10.0,1114.0,1.0,Validation
1053,1.301,1.224,20.751,78.025,10.6,1040.0,1.0,Validation
1054,1.532,1.224,20.751,78.025,10.0,1035.0,1.0,Training
1055,1.121,1.224,20.751,78.025,9.5,1067.0,1.0,Validation
1056,1.14,1.224,20.751,78.025,7.6,1085.0,1.0,Training
1057,0.342,1.224,20.751,78.025,9.9,1191.0,1.0,Training
1058,0.373,1.224,20.751,78.025,9.4,1191.0,1.0,Validation
1059,0.338,1.224,20.751,78.025,8.7,1204.0,1.0,Training
1060,1.053,1.224,20.751,78.025,11.5,1050.0,1.0,Training
1061,0.332,1.224,20.751,78.025,24.8,1076.0,1.0,Training
1062,0.16,1.224,20.751,78.025,23.7,1154.0,1.0,Training
1063,0.216,1.224,20.751,78.025,24.6,1125.0,1.0,Training
1065,0.974,1.224,20.751,78.025,24.4,966.0,1.0,Training
1066,0.71,1.224,20.751,78.025,25.0,987.0,1.0,Training
1067,0.525,1.224,20.751,78.025,24.8,1021.0,1.0,Training
1069,0.181,0.616,20.87,78.505,9.9,1252.0,0.5,Validation
1070,0.265,0.616,20.87,78.505,10.1,1208.0,0.5,Validation
1071,0.857,0.616,20.87,78.505,10.1,1106.0,0.5,Validation
1072,0.592,0.616,20.87,78.505,10.0,1144.0,0.5,Training
1073,0.53,0.616,20.87,78.505,10.5,1147.0,0.5,Validation
1074,0.833,0.616,20.87,78.505,11.3,1096.0,0.5,Training
1076,2.044,0.616,20.87,78.505,10.7,1022.0,0.5,Validation
1077,1.233,0.616,20.87,78.505,9.7,1078.0,0.5,Validation
1079,0.148,0.616,20.87,78.505,25.0,1193.0,0.5,Training
1080,0.316,0.616,20.87,78.505,25.1,1128.0,0.5,Validation
1081,1.001,0.616,20.87,78.505,26.1,1010.0,0.5,Validation
1082,0.539,0.616,20.87,78.505,25.8,1078.0,0.5,Training
1083,1.68,0.616,20.87,78.505,25.8,972.0,0.5,Training
1084,0.241,0.616,20.87,78.505,22.6,1160.0,0.5,Training
1085,3.081,0.616,20.87,78.505,20.0,790.0,0.5,Training
1086,2.699,0.616,20.87,78.505,20.2,828.0,0.5,Training
1088,3.311,0.616,20.87,78.505,19.6,883.0,0.5,Validation
1090,0.688,1.1521,20.7664,78.0815,10.6,1106.0,1.0,Training
1091,0.296,1.1521,20.7664,78.0815,10.2,1204.0,1.0,Validation
1092,0.175,1.1521,20.7664,78.0815,9.7,1264.0,1.0,Training
1093,1.039,1.1521,20.7664,78.0815,11.0,1052.0,1.0,Validation
1094,1.534,1.1521,20.7664,78.0815,10.5,1013.0,1.0,Training
1095,0.776,1.1521,20.7664,78.0815,10.9,1085.0,1.0,Training
1096,0.648,1.1521,20.7664,78.0815,10.3,1115.0,1.0,Validation
1097,0.557,1.1521,20.7664,78.0815,24.0,1025.0,1.0,Training
1098,0.656,1.1521,20.7664,78.0815,24.2,1005.0,1.0,Training
1100,0.283,1.1521,20.7664,78.0815,23.2,1115.0,1.0,Training
1101,0.197,1.1521,20.7664,78.0815,21.7,1170.0,1.0,Training
1102,0.848,1.1521,20.7664,78.0815,24.4,976.0,1.0,Training
1103,0.223,0.5794,20.8867,78.5339,9.7,1239.0,0.5,Validation
1104,1.058,0.5794,20.8867,78.5339,10.5,1082.0,0.5,Training
1105,2.141,0.5794,20.8867,78.5339,10.3,1024.0,0.5,Training
1106,0.455,0.5794,20.8867,78.5339,10.0,1164.0,0.5,Validation
1107,1.014,0.5794,20.8867,78.5339,9.7,1093.0,0.5,Training
1108,0.886,0.5794,20.8867,78.5339,9.4,1103.0,0.5,Validation
1109,1.258,0.5794,20.8867,78.5339,10.2,1065.0,0.5,Training
1110,0.343,0.5794,20.8867,78.5339,9.7,1199.0,0.5,Validation
1111,0.637,0.5794,20.8867,78.5339,10.2,1128.0,0.5,Validation
1112,1.333,0.5794,20.8867,78.5339,10.5,1056.0,0.5,Validation
1113,0.307,0.5794,20.8867,78.5339,25.3,1122.0,0.5,Training
1114,0.511,0.5794,20.8867,78.5339,24.7,1066.0,0.5,Training
1115,0.229,0.5794,20.8867,78.5339,24.1,1155.0,0.5,Training
1116,0.849,0.5794,20.8867,78.5339,25.7,1013.0,0.5,Training
1117,1.38,0.5794,20.8867,78.5339,26.4,977.0,0.5,Validation
1119,4.136,0.5794,20.8867,78.5339,16.0,785.0,0.5,Training
1120,0.337,0.5794,20.8867,78.5339,20.3,885.0,0.5,Training
767,0.028,1.276,20.74,77.984,23.7,1229.0,1.0,Test
106,0.036,2.56,20.46,76.98,10.39,1372.2,2.0,Test
1008,0.0398013,0.51,9.9,89.59,17.875,1663.7,1.0,Test
65,0.046,0.65,20.86,78.48,10.2,1343.6,0.5,Test
174,0.054,1.27,20.73,78.0,9.88,1441.9,1.0,Test
1035,0.0570556,1.0,9.8,89.2,18.6344,1565.6,2.0,Test
400,0.063,0.689,20.86,78.45,21.7,1273.0,0.5,Test
200,0.068,1.27,20.73,78.0,10.5,1431.9,1.0,Test
78,0.071,1.3,20.73,77.98,2.04,1519.8,1.0,Test
165,0.074,0.64,20.87,78.5,10.32,1420.7,0.5,Test
559,0.083,2.038,20.58,77.38,21.1,1185.0,1.5,Test
8,0.084,0.61,20.87,78.52,2.16,1501.0,0.5,Test
958,0.099,0.2042,4.0,0.0,1.15,1563.0,0.92,Test
731,0.101,1.276,20.74,77.984,29.4,1145.0,1.0,Test
233,0.108,1.25,20.74,78.01,3.26,1455.1,1.0,Test
736,0.115,1.276,20.74,77.984,50.5,1090.0,1.0,Test
24,0.119,1.25,20.74,78.01,1.95,1484.1,1.0,Test
940,0.134,1.4045,20.7133,77.8822,10.93,1229.0,1.19,Test
397,0.138,0.689,20.86,78.45,21.9,1196.0,0.5,Test
437,0.151,1.368,20.72,77.91,9.6,1210.0,1.0,Test
627,0.1575,0.59,20.88,78.53,10.88,1233.8,0.5,Test
14,0.159,0.61,20.87,78.52,9.69,1281.8,0.5,Test
617,0.1686,0.59,20.88,78.53,10.88,1301.4,0.5,Test
145,0.174,2.5,20.48,77.03,1.93,1377.9,2.0,Test
301,0.18,2.5,20.48,77.02,9.98,1268.7,2.0,Test
682,0.1929,0.59,6.96,92.45,10.88,1372.3,1.5,Test
280,0.207,1.27,20.73,78.0,3.04,1356.9,1.0,Test
894,0.217,0.2198,4.0,0.0,14.76,1373.0,0.93,Test
118,0.22,0.64,20.87,78.5,9.96,1227.4,0.5,Test
971,0.23,0.1913,4.0,0.0,1.21,1476.0,0.91,Test
358,0.242,2.5,20.48,77.03,9.93,1256.5,2.4,Test
171,0.246,1.27,20.73,78.0,9.48,1221.8,1.0,Test
792,0.257,1.3064,21.0,77.6936,5.92,1232.0,0.93,Test
781,0.265,1.3627,21.0,77.6373,7.34,1217.0,1.22,Test
729,0.278,1.276,20.74,77.984,28.3,1073.0,1.0,Test
812,0.288,1.3569,21.0,0.0,18.2,1112.0,1.05,Test
220,0.298,0.61,20.87,78.52,10.67,1234.3,0.5,Test
1064,0.305,1.224,20.751,78.025,24.5,1096.0,1.0,Test
1068,0.319,1.224,20.751,78.025,25.2,1083.0,1.0,Test
681,0.3358,0.59,6.96,92.45,10.88,1280.4,1.5,Test
961,0.35,0.213,4.0,0.0,1.12,1484.0,0.96,Test
125,0.353,1.27,20.73,78.0,2.0,1251.8,1.0,Test
920,0.367,1.1607,21.0,0.0,16.1,1116.0,0.97,Test
480,0.375,1.368,20.72,77.91,19.1,1083.0,1.0,Test
1078,0.379,0.616,20.87,78.505,9.6,1189.0,0.5,Test
688,0.4074,0.59,6.96,92.45,10.88,1329.9,1.5,Test
980,0.426,1.1893,20.7585,78.0521,10.75,1153.0,1.09,Test
882,0.438,1.3897,21.0,0.0,16.66,1073.0,1.12,Test
1099,0.454,1.1521,20.7664,78.0815,24.1,1060.0,1.0,Test
959,0.465,0.2441,4.0,0.0,1.08,1438.0,1.1,Test
1089,0.477,1.1521,20.7664,78.0815,9.8,1153.0,1.0,Test
270,0.497,0.64,20.86,78.5,9.85,1192.5,0.5,Test
790,0.517,1.4603,21.0,77.5397,6.12,1167.0,1.13,Test
615,0.5217,0.59,20.88,78.53,10.88,1147.6,0.5,Test
929,0.53,0.2325,4.0,0.0,12.44,1287.0,1.02,Test
314,0.54,1.27,20.73,78.0,9.99,1139.6,1.0,Test
372,0.575,0.346,20.94,78.72,21.9,1127.0,0.25,Test
886,0.611,0.9926,21.0,0.0,16.8,1051.0,0.8,Test
371,0.619,0.346,20.94,78.72,20.4,1092.0,0.25,Test
253,0.643,2.47,20.48,77.05,3.09,1214.1,2.0,Test
31,0.684,1.25,20.74,78.01,9.65,1084.4,1.0,Test
476,0.706,1.368,20.72,77.91,16.7,1043.0,1.0,Test
982,0.723,1.2863,20.7382,77.9756,11.36,1100.0,1.18,Test
744,0.732,0.615,10.0,89.385,17.7,1111.0,1.0,Test
591,0.782,1.286,20.74,77.97,21.8,1003.0,1.0,Test
1075,0.804,0.616,20.87,78.505,11.0,1098.0,0.5,Test
94,0.813,2.56,20.46,76.98,2.03,1209.3,2.0,Test
433,0.818,1.368,20.72,77.91,11.5,1046.0,1.0,Test
948,0.853,0.2308,4.0,0.0,12.87,1248.0,1.04,Test
412,0.877,1.368,20.72,77.91,8.3,1052.0,1.0,Test
228,0.934,1.25,20.74,78.01,2.89,1181.0,1.0,Test
123,0.954,1.27,20.73,78.0,2.08,1186.1,1.0,Test
157,1.002,0.64,20.87,78.5,10.33,1115.0,0.5,Test
543,1.024,2.038,20.58,77.38,20.2,972.0,1.5,Test
51,1.063,0.65,20.86,78.48,1.95,1185.7,0.5,Test
968,1.089,1.1749,20.7616,78.0636,11.64,1056.0,1.02,Test
643,1.1586,1.76,20.63,77.61,10.88,1034.9,1.5,Test
783,1.164,1.117,21.0,77.883,8.07,1070.0,1.0,Test
18,1.228,1.25,20.74,78.01,1.81,1095.0,1.0,Test
140,1.238,2.5,20.48,77.03,2.01,1104.5,2.0,Test
721,1.287,1.276,20.74,77.984,22.5,958.0,1.0,Test
50,1.335,0.65,20.86,78.48,2.03,1158.8,0.5,Test
739,1.34,0.615,10.0,89.385,17.5,1057.0,1.0,Test
175,1.404,2.5,20.48,77.03,10.25,1039.5,2.0,Test
241,1.438,1.25,20.74,78.01,10.38,1065.6,1.0,Test
533,1.481,2.038,20.58,77.38,20.6,774.0,1.5,Test
956,1.532,0.233,4.0,0.0,13.24,1202.0,1.05,Test
998,1.55,0.51,9.9,89.59,16.196,1070.8,1.0,Test
911,1.645,1.0684,20.784,78.1477,12.5,1024.0,0.87,Test
632,1.6625,1.18,20.75,78.07,10.88,996.1,1.0,Test
839,1.715,0.5268,4.0,0.0,12.59,1186.0,2.14,Test
679,1.7471,0.59,6.96,92.45,10.88,1103.6,1.5,Test
908,1.795,0.2647,4.0,0.0,1.38,1296.0,1.12,Test
466,1.843,1.368,20.72,77.91,22.8,871.0,1.0,Test
602,1.91,1.258,20.74,78.0,20.2,914.0,1.0,Test
955,1.978,0.2352,4.0,0.0,13.28,1181.0,1.06,Test
613,2.0852,0.59,20.88,78.53,10.88,1017.8,0.5,Test
528,2.331,2.038,20.58,77.38,23.5,710.0,1.5,Test
751,2.484,1.276,20.74,77.984,21.1,785.0,1.0,Test
560,2.676,1.171,20.76,78.07,20.2,673.0,1.0,Test
446,2.737,1.368,20.72,77.91,24.3,717.0,1.0,Test
1087,3.159,0.616,20.87,78.505,19.2,842.0,0.5,Test
747,3.286,1.276,20.74,77.984,21.7,715.0,1.0,Test
1118,3.633,0.5794,20.8867,78.5339,17.4,882.0,0.5,Test
683,4.5128,0.59,6.96,92.45,10.88,1058.0,1.5,Test
378,4.921,0.689,20.86,78.45,20.6,707.0,0.5,Test
991,5.55,0.51,9.9,89.59,17.158,939.8,1.0,Test
363,5.966,0.346,20.94,78.72,20.3,920.0,0.25,Test
362,6.863,0.346,20.94,78.72,20.8,897.0,0.25,Test
710,8.428,1.28,20.74,77.98,16.3,704.3,1.0,Test
324,9.97,2.5,20.48,77.02,9.97,1398.1,2.0,Test
654,11.0094,0.59,10.44,88.97,10.88,901.8,1.0,Test
