Point,X_Fuel,X_O2,X_N2,X_Ar,X_He,P,T,PHI
974,0.1955,4,0,95.8045,0,1.28,1385,0.93
975,0.1934,4,0,95.8066,0,1.23,1572,0.92
976,0.2145,4,0,95.7855,0,1.43,1284,1.02
977,1.0598,20.7858,78.1545,0,0,11.85,1030,0.97
978,1.0057,20.7971,78.1972,0,0,10.65,1174,0.92
979,1.049,20.788,78.163,0,0,11.21,1084,0.96
980,1.1893,20.7585,78.0521,0,0,10.75,1153,1.09
981,1.1354,20.7699,78.0947,0,0,10.47,1196,1.04
982,1.2863,20.7382,77.9756,0,0,11.36,1100,1.18
983,0.51,9.9,89.59,0,0,16.641,841.7,1
984,0.51,9.9,89.59,0,0,17.027,847.4,1
985,0.51,9.9,89.59,0,0,17.035,847.6,1
986,0.51,9.9,89.59,0,0,17.527,856.7,1
987,0.51,9.9,89.59,0,0,17.877,862.6,1
988,0.51,9.9,89.59,0,0,16.935,886.7,1
989,0.51,9.9,89.59,0,0,17.271,891.9,1
990,0.51,9.9,89.59,0,0,16.399,924.7,1
991,0.51,9.9,89.59,0,0,17.158,939.8,1
992,0.51,9.9,89.59,0,0,18.325,962.6,1
993,0.51,9.9,89.59,0,0,18.889,973.4,1
994,0.51,9.9,89.59,0,0,16.167,982.9,1
995,0.51,9.9,89.59,0,0,14.058,1015.4,1
996,0.51,9.9,89.59,0,0,14.306,1021,1
997,0.51,9.9,89.59,0,0,17.014,1042.3,1
998,0.51,9.9,89.59,0,0,16.196,1070.8,1
999,0.51,9.9,89.59,0,0,16.452,1078.5,1
1000,0.51,9.9,89.59,0,0,14.461,1078.9,1
1001,0.51,9.9,89.59,0,0,15.731,1128.2,1
1002,0.51,9.9,89.59,0,0,16.495,1210.6,1
1003,0.51,9.9,89.59,0,0,16.06,1271.9,1
1004,0.51,9.9,89.59,0,0,16.142,1274.6,1
1005,0.51,9.9,89.59,0,0,16.666,1388.9,1
1006,0.51,9.9,89.59,0,0,18.31,1448.5,1
1007,0.51,9.9,89.59,0,0,18.176,1508.7,1
1008,0.51,9.9,89.59,0,0,17.875,1663.7,1
1009,0.51,9.9,89.59,0,0,19.002,1712.1,1
1010,1,9.8,89.2,0,0,16.9702,893.9,2
1011,1,9.8,89.2,0,0,17.059,922.7,2
1012,1,9.8,89.2,0,0,17.9277,944.8,2
1013,1,9.8,89.2,0,0,18.2491,977,2
1014,1,9.8,89.2,0,0,15.5522,999.2,2
1015,1,9.8,89.2,0,0,15.9807,1038.3,2
1016,1,9.8,89.2,0,0,14.125,1072.5,2
1017,1,9.8,89.2,0,0,15.9668,1071.5,2
1018,1,9.8,89.2,0,0,16.1363,1075.8,2
1019,1,9.8,89.2,0,0,16.4639,1109.8,2
1020,1,9.8,89.2,0,0,16.3371,1134.8,2
1021,1,9.8,89.2,0,0,13.6671,1175.3,2
1022,1,9.8,89.2,0,0,15.6458,1180.2,2
1023,1,9.8,89.2,0,0,14.2725,1193.6,2
1024,1,9.8,89.2,0,0,14.3536,1267.7,2
1025,1,9.8,89.2,0,0,15.9366,1250.7,2
1026,1,9.8,89.2,0,0,16.1852,1257.2,2
1027,1,9.8,89.2,0,0,16.7093,1296.3,2
1028,1,9.8,89.2,0,0,17.7899,1309.6,2
1029,1,9.8,89.2,0,0,16.7481,1353,2
1030,1,9.8,89.2,0,0,16.6895,1351.9,2
1031,1,9.8,89.2,0,0,14.5907,1402.5,2
1032,1,9.8,89.2,0,0,15.8992,1458.7,2
1033,1,9.8,89.2,0,0,11.39,1552,2
1034,1,9.8,89.2,0,0,17.7198,1531.5,2
1035,1,9.8,89.2,0,0,18.6344,1565.6,2
1036,1,9.8,89.2,0,0,15.5223,1586.9,2
1037,1,9.8,89.2,0,0,15.9881,1607.2,2
1038,1,9.8,89.2,0,0,16.1256,1616.2,2
1039,1,9.8,89.2,0,0,16.3754,1626.6,2
1040,1.224,20.751,78.025,0,0,11.1,1138,1
1041,1.224,20.751,78.025,0,0,10.7,1148,1
1042,1.224,20.751,78.025,0,0,10.8,1086,1
1043,1.224,20.751,78.025,0,0,10.1,1162,1
1044,1.224,20.751,78.025,0,0,10.1,1194,1
1045,1.224,20.751,78.025,0,0,9.9,1214,1
1046,1.224,20.751,78.025,0,0,9.7,1222,1
1047,1.224,20.751,78.025,0,0,10.3,1099,1
1048,1.224,20.751,78.025,0,0,9.3,1046,1
1049,1.224,20.751,78.025,0,0,10.6,1176,1
1050,1.224,20.751,78.025,0,0,12.3,1156,1
1051,1.224,20.751,78.025,0,0,10.6,1089,1
1052,1.224,20.751,78.025,0,0,10,1114,1
1053,1.224,20.751,78.025,0,0,10.6,1040,1
1054,1.224,20.751,78.025,0,0,10,1035,1
1055,1.224,20.751,78.025,0,0,9.5,1067,1
1056,1.224,20.751,78.025,0,0,7.6,1085,1
1057,1.224,20.751,78.025,0,0,9.9,1191,1
1058,1.224,20.751,78.025,0,0,9.4,1191,1
1059,1.224,20.751,78.025,0,0,8.7,1204,1
1060,1.224,20.751,78.025,0,0,11.5,1050,1
1061,1.224,20.751,78.025,0,0,24.8,1076,1
1062,1.224,20.751,78.025,0,0,23.7,1154,1
1063,1.224,20.751,78.025,0,0,24.6,1125,1
1064,1.224,20.751,78.025,0,0,24.5,1096,1
1065,1.224,20.751,78.025,0,0,24.4,966,1
1066,1.224,20.751,78.025,0,0,25,987,1
1067,1.224,20.751,78.025,0,0,24.8,1021,1
1068,1.224,20.751,78.025,0,0,25.2,1083,1
1069,0.616,20.87,78.505,0,0,9.9,1252,0.5
1070,0.616,20.87,78.505,0,0,10.1,1208,0.5
1071,0.616,20.87,78.505,0,0,10.1,1106,0.5
1072,0.616,20.87,78.505,0,0,10,1144,0.5
1073,0.616,20.87,78.505,0,0,10.5,1147,0.5
1074,0.616,20.87,78.505,0,0,11.3,1096,0.5
1075,0.616,20.87,78.505,0,0,11,1098,0.5
1076,0.616,20.87,78.505,0,0,10.7,1022,0.5
1077,0.616,20.87,78.505,0,0,9.7,1078,0.5
1078,0.616,20.87,78.505,0,0,9.6,1189,0.5
1079,0.616,20.87,78.505,0,0,25,1193,0.5
1080,0.616,20.87,78.505,0,0,25.1,1128,0.5
1081,0.616,20.87,78.505,0,0,26.1,1010,0.5
1082,0.616,20.87,78.505,0,0,25.8,1078,0.5
1083,0.616,20.87,78.505,0,0,25.8,972,0.5
1084,0.616,20.87,78.505,0,0,22.6,1160,0.5
1085,0.616,20.87,78.505,0,0,20,790,0.5
1086,0.616,20.87,78.505,0,0,20.2,828,0.5
1087,0.616,20.87,78.505,0,0,19.2,842,0.5
1088,0.616,20.87,78.505,0,0,19.6,883,0.5
1089,1.1521,20.7664,78.0815,0,0,9.8,1153,1
1090,1.1521,20.7664,78.0815,0,0,10.6,1106,1
1091,1.1521,20.7664,78.0815,0,0,10.2,1204,1
1092,1.1521,20.7664,78.0815,0,0,9.7,1264,1
1093,1.1521,20.7664,78.0815,0,0,11,1052,1
1094,1.1521,20.7664,78.0815,0,0,10.5,1013,1
1095,1.1521,20.7664,78.0815,0,0,10.9,1085,1
1096,1.1521,20.7664,78.0815,0,0,10.3,1115,1
1097,1.1521,20.7664,78.0815,0,0,24,1025,1
1098,1.1521,20.7664,78.0815,0,0,24.2,1005,1
1099,1.1521,20.7664,78.0815,0,0,24.1,1060,1
1100,1.1521,20.7664,78.0815,0,0,23.2,1115,1
1101,1.1521,20.7664,78.0815,0,0,21.7,1170,1
1102,1.1521,20.7664,78.0815,0,0,24.4,976,1
1103,0.5794,20.8867,78.5339,0,0,9.7,1239,0.5
1104,0.5794,20.8867,78.5339,0,0,10.5,1082,0.5
1105,0.5794,20.8867,78.5339,0,0,10.3,1024,0.5
1106,0.5794,20.8867,78.5339,0,0,10,1164,0.5
1107,0.5794,20.8867,78.5339,0,0,9.7,1093,0.5
1108,0.5794,20.8867,78.5339,0,0,9.4,1103,0.5
1109,0.5794,20.8867,78.5339,0,0,10.2,1065,0.5
1110,0.5794,20.8867,78.5339,0,0,9.7,1199,0.5
1111,0.5794,20.8867,78.5339,0,0,10.2,1128,0.5
1112,0.5794,20.8867,78.5339,0,0,10.5,1056,0.5
1113,0.5794,20.8867,78.5339,0,0,25.3,1122,0.5
1114,0.5794,20.8867,78.5339,0,0,24.7,1066,0.5
1115,0.5794,20.8867,78.5339,0,0,24.1,1155,0.5
1116,0.5794,20.8867,78.5339,0,0,25.7,1013,0.5
1117,0.5794,20.8867,78.5339,0,0,26.4,977,0.5
1118,0.5794,20.8867,78.5339,0,0,17.4,882,0.5
1119,0.5794,20.8867,78.5339,0,0,16,785,0.5
1120,0.5794,20.8867,78.5339,0,0,20.3,885,0.5
