Point,IDT_ms,X_Fuel,X_O2,X_N2,P,T,iso-alkanes,monicyclic-alkanes,polycyclic-alkanes,Aromatics,Others,Formula_H,Set
880,0.481,1.4517,21.0,0.0,17.05,1051.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
881,0.152,0.9182,21.0,0.0,15.7,1209.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
882,0.344,1.3276,21.0,0.0,16.4,1117.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
883,0.438,1.3897,21.0,0.0,16.66,1073.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
884,0.417,0.943,21.0,0.0,15.8,1110.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
885,0.274,1.551,21.0,0.0,16.35,1126.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
886,0.314,1.6254,21.0,0.0,16.6,1112.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
887,0.611,0.9926,21.0,0.0,16.8,1051.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
888,0.8,0.2434,4.0,0.0,12.81,1239.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
889,1.673,0.2482,4.0,0.0,12.98,1190.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
890,0.523,0.234,4.0,0.0,12.39,1285.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
891,2.711,0.2482,4.0,0.0,13.16,1145.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
892,0.267,0.2411,4.0,0.0,12.31,1356.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
893,0.17,0.2245,4.0,0.0,11.78,1411.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
894,0.363,0.2292,4.0,0.0,15.02,1318.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
895,0.217,0.2198,4.0,0.0,14.76,1373.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
896,0.497,0.2411,4.0,0.0,15.33,1278.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
897,0.76,0.2458,4.0,0.0,15.38,1229.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
898,2.094,0.234,4.0,0.0,15.93,1161.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
899,0.702,0.2363,4.0,0.0,12.65,1264.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
900,1.535,0.2718,4.0,0.0,12.95,1199.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
901,0.164,0.208,4.0,0.0,1.28,1483.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
902,0.431,0.1938,4.0,0.0,1.34,1421.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
903,1.185,0.2434,4.0,0.0,1.35,1338.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
904,1.795,0.2647,4.0,0.0,1.38,1296.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
905,1.02,0.2623,4.0,0.0,1.33,1356.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
906,0.164,0.208,4.0,0.0,1.28,1483.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
907,0.431,0.1938,4.0,0.0,1.34,1421.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
908,1.185,0.2434,4.0,0.0,1.35,1338.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
910,1.02,0.2623,4.0,0.0,1.33,1356.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
911,0.296,1.4435,20.7051,77.8513,11.61,1166.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
912,1.645,1.0684,20.784,78.1477,12.5,1024.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
914,1.44,1.3832,20.7178,77.899,11.05,1031.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
915,0.115,1.2987,20.7356,77.9658,9.51,1253.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
916,0.21,1.3107,20.733,77.9562,10.24,1208.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
917,0.565,1.4194,20.7102,77.8704,11.03,1118.0,29.0,25.0,7.0,16.0,3.0,21.7,Validation
918,0.93,1.1897,20.7585,78.0518,11.65,1074.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
919,1.221,1.2745,20.7407,77.9849,15.2,1011.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
920,0.715,1.3712,20.7203,77.9085,14.4,1072.0,29.0,25.0,7.0,16.0,3.0,21.7,Training
922,0.458,1.4957,21.0,0.0,17.2,1061.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
923,0.16,0.9573,21.0,0.0,15.8,1194.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
924,0.506,1.2444,21.0,0.0,17.1,1053.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
925,0.444,1.041,21.0,0.0,16.9,1085.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
926,0.416,1.3162,21.0,0.0,17.2,1082.0,18.1,26.56,20.84,20.6,0.0,22.3,Validation
927,1.754,0.2325,4.0,0.0,12.84,1185.0,18.1,26.56,20.84,20.6,0.0,22.3,Validation
928,2.623,0.2393,4.0,0.0,13.11,1147.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
929,0.8,0.237,4.0,0.0,12.75,1242.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
930,0.53,0.2325,4.0,0.0,12.44,1287.0,18.1,26.56,20.84,20.6,0.0,22.3,Validation
931,0.32,0.2165,4.0,0.0,12.06,1342.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
932,0.237,0.2051,4.0,0.0,11.82,1386.0,18.1,26.56,20.84,20.6,0.0,22.3,Validation
933,2.275,0.253,4.0,0.0,15.7,1146.0,18.1,26.56,20.84,20.6,0.0,22.3,Validation
934,1.24,0.2462,4.0,0.0,15.45,1181.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
935,0.815,0.2621,4.0,0.0,15.26,1219.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
936,0.507,0.2142,4.0,0.0,15.17,1278.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
937,0.37,0.2416,4.0,0.0,14.95,1313.0,18.1,26.56,20.84,20.6,0.0,22.3,Validation
939,1.381,1.323,20.7305,77.9466,12.63,1024.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
940,0.64,1.019,20.7943,78.1867,11.99,1118.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
941,0.134,1.4045,20.7133,77.8822,10.93,1229.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
942,0.199,1.4859,20.6962,77.8179,30.63,1092.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
943,0.517,1.0776,20.782,78.1404,32.36,1029.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
944,1.452,1.4045,20.7133,77.8822,15.3,999.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
945,0.498,1.4394,20.706,77.8546,14.6,1087.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
947,0.377,1.5323,20.6865,77.7812,14.0,1138.0,18.1,26.56,20.84,20.6,0.0,22.3,Training
948,0.566,0.2508,4.0,0.0,12.51,1296.0,36.6,41.0,19.7,0.3,0.0,24.1,Training
949,0.853,0.2308,4.0,0.0,12.87,1248.0,36.6,41.0,19.7,0.3,0.0,24.1,Validation
950,0.26,0.2419,4.0,0.0,12.35,1379.0,36.6,41.0,19.7,0.3,0.0,24.1,Validation
951,0.192,0.2308,4.0,0.0,12.26,1410.0,36.6,41.0,19.7,0.3,0.0,24.1,Training
952,1.007,0.233,4.0,0.0,13.03,1217.0,36.6,41.0,19.7,0.3,0.0,24.1,Training
953,1.228,0.1997,4.0,0.0,12.96,1209.0,36.6,41.0,19.7,0.3,0.0,24.1,Validation
954,1.093,0.1997,4.0,0.0,13.07,1216.0,36.6,41.0,19.7,0.3,0.0,24.1,Validation
955,1.065,0.2352,4.0,0.0,12.99,1216.0,36.6,41.0,19.7,0.3,0.0,24.1,Validation
956,1.978,0.2352,4.0,0.0,13.28,1181.0,36.6,41.0,19.7,0.3,0.0,24.1,Training
958,0.061,0.1975,4.0,0.0,1.09,1610.0,36.6,41.0,19.7,0.3,0.0,24.1,Training
959,0.099,0.2042,4.0,0.0,1.15,1563.0,36.6,41.0,19.7,0.3,0.0,24.1,Training
960,0.465,0.2441,4.0,0.0,1.08,1438.0,36.6,41.0,19.7,0.3,0.0,24.1,Training
961,0.515,0.2508,4.0,0.0,1.14,1436.0,36.6,41.0,19.7,0.3,0.0,24.1,Validation
962,0.35,0.213,4.0,0.0,1.12,1484.0,36.6,41.0,19.7,0.3,0.0,24.1,Training
963,0.231,0.324,4.0,0.0,1.09,1537.0,36.6,41.0,19.7,0.3,0.0,24.1,Validation
964,0.053,0.2996,4.0,0.0,1.14,1694.0,36.6,41.0,19.7,0.3,0.0,24.1,Training
966,1.703,1.3566,20.7234,77.92,11.99,1010.0,36.6,41.0,19.7,0.3,0.0,24.1,Training
967,0.806,1.0837,20.7807,78.1356,11.24,1091.0,36.6,41.0,19.7,0.3,0.0,24.1,Training
968,0.144,1.1179,20.7735,78.1085,10.24,1233.0,36.6,41.0,19.7,0.3,0.0,24.1,Validation
969,1.089,1.1749,20.7616,78.0636,11.64,1056.0,36.6,41.0,19.7,0.3,0.0,24.1,Validation
970,0.174,0.2124,4.0,0.0,1.16,1508.0,39.7,18.0,28.2,0.7,0.0,25.6,Training
971,0.041,0.1934,4.0,0.0,1.22,1608.0,39.7,18.0,28.2,0.7,0.0,25.6,Validation
972,0.23,0.1913,4.0,0.0,1.21,1476.0,39.7,18.0,28.2,0.7,0.0,25.6,Validation
974,0.382,0.1871,4.0,0.0,1.21,1442.0,39.7,18.0,28.2,0.7,0.0,25.6,Training
975,0.671,0.1955,4.0,0.0,1.28,1385.0,39.7,18.0,28.2,0.7,0.0,25.6,Training
976,0.088,0.1934,4.0,0.0,1.23,1572.0,39.7,18.0,28.2,0.7,0.0,25.6,Training
977,1.883,0.2145,4.0,0.0,1.43,1284.0,39.7,18.0,28.2,0.7,0.0,25.6,Training
978,1.277,1.0598,20.7858,78.1545,11.85,1030.0,39.7,18.0,28.2,0.7,0.0,25.6,Training
979,0.309,1.0057,20.7971,78.1972,10.65,1174.0,39.7,18.0,28.2,0.7,0.0,25.6,Training
980,1.037,1.049,20.788,78.163,11.21,1084.0,39.7,18.0,28.2,0.7,0.0,25.6,Validation
981,0.426,1.1893,20.7585,78.0521,10.75,1153.0,39.7,18.0,28.2,0.7,0.0,25.6,Training
982,0.249,1.1354,20.7699,78.0947,10.47,1196.0,39.7,18.0,28.2,0.7,0.0,25.6,Validation
983,0.723,1.2863,20.7382,77.9756,11.36,1100.0,39.7,18.0,28.2,0.7,0.0,25.6,Training
984,20.07,0.51,9.9,89.59,16.641,841.7,99.6,0.0,0.0,0.0,0.4,26.4,Validation
985,21.52,0.51,9.9,89.59,17.027,847.4,99.6,0.0,0.0,0.0,0.4,26.4,Training
986,24.42,0.51,9.9,89.59,17.035,847.6,99.6,0.0,0.0,0.0,0.4,26.4,Training
987,17.71,0.51,9.9,89.59,17.527,856.7,99.6,0.0,0.0,0.0,0.4,26.4,Validation
988,20.07,0.51,9.9,89.59,17.877,862.6,99.6,0.0,0.0,0.0,0.4,26.4,Validation
989,11.45,0.51,9.9,89.59,16.935,886.7,99.6,0.0,0.0,0.0,0.4,26.4,Validation
990,9.69,0.51,9.9,89.59,17.271,891.9,99.6,0.0,0.0,0.0,0.4,26.4,Training
991,7.34,0.51,9.9,89.59,16.399,924.7,99.6,0.0,0.0,0.0,0.4,26.4,Validation
992,5.55,0.51,9.9,89.59,17.158,939.8,99.6,0.0,0.0,0.0,0.4,26.4,Validation
993,4.24,0.51,9.9,89.59,18.325,962.6,99.6,0.0,0.0,0.0,0.4,26.4,Training
994,5.15,0.51,9.9,89.59,18.889,973.4,99.6,0.0,0.0,0.0,0.4,26.4,Validation
995,4.08,0.51,9.9,89.59,16.167,982.9,99.6,0.0,0.0,0.0,0.4,26.4,Training
996,2.18,0.51,9.9,89.59,14.058,1015.4,99.6,0.0,0.0,0.0,0.4,26.4,Validation
997,2.42,0.51,9.9,89.59,14.306,1021.0,99.6,0.0,0.0,0.0,0.4,26.4,Training
998,1.85,0.51,9.9,89.59,17.014,1042.3,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1000,1.35,0.51,9.9,89.59,16.452,1078.5,99.6,0.0,0.0,0.0,0.4,26.4,Training
1001,1.4,0.51,9.9,89.59,14.461,1078.9,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1002,0.92542,0.51,9.9,89.59,15.731,1128.2,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1003,0.53416,0.51,9.9,89.59,16.495,1210.6,99.6,0.0,0.0,0.0,0.4,26.4,Training
1004,0.36966,0.51,9.9,89.59,16.06,1271.9,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1005,0.38468,0.51,9.9,89.59,16.142,1274.6,99.6,0.0,0.0,0.0,0.4,26.4,Training
1006,0.18554,0.51,9.9,89.59,16.666,1388.9,99.6,0.0,0.0,0.0,0.4,26.4,Training
1007,0.11695,0.51,9.9,89.59,18.31,1448.5,99.6,0.0,0.0,0.0,0.4,26.4,Training
1008,0.06834,0.51,9.9,89.59,18.176,1508.7,99.6,0.0,0.0,0.0,0.4,26.4,Training
1010,0.0269614,0.51,9.9,89.59,19.002,1712.1,99.6,0.0,0.0,0.0,0.4,26.4,Training
1011,7.94,1.0,9.8,89.2,16.9702,893.9,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1012,6.34,1.0,9.8,89.2,17.059,922.7,99.6,0.0,0.0,0.0,0.4,26.4,Training
1013,4.67,1.0,9.8,89.2,17.9277,944.8,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1014,4.12,1.0,9.8,89.2,18.2491,977.0,99.6,0.0,0.0,0.0,0.4,26.4,Training
1016,2.0,1.0,9.8,89.2,15.9807,1038.3,99.6,0.0,0.0,0.0,0.4,26.4,Training
1019,1.2,1.0,9.8,89.2,16.1363,1075.8,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1020,0.925596,1.0,9.8,89.2,16.4639,1109.8,99.6,0.0,0.0,0.0,0.4,26.4,Training
1021,0.784838,1.0,9.8,89.2,16.3371,1134.8,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1022,0.71721,1.0,9.8,89.2,13.6671,1175.3,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1023,0.691245,1.0,9.8,89.2,15.6458,1180.2,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1024,0.590361,1.0,9.8,89.2,14.2725,1193.6,99.6,0.0,0.0,0.0,0.4,26.4,Training
1025,0.468979,1.0,9.8,89.2,14.3536,1267.7,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1027,0.373901,1.0,9.8,89.2,16.1852,1257.2,99.6,0.0,0.0,0.0,0.4,26.4,Training
1028,0.299207,1.0,9.8,89.2,16.7093,1296.3,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1029,0.269318,1.0,9.8,89.2,17.7899,1309.6,99.6,0.0,0.0,0.0,0.4,26.4,Training
1030,0.228643,1.0,9.8,89.2,16.7481,1353.0,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1032,0.18499,1.0,9.8,89.2,14.5907,1402.5,99.6,0.0,0.0,0.0,0.4,26.4,Training
1034,0.0959756,1.0,9.8,89.2,11.39,1552.0,99.6,0.0,0.0,0.0,0.4,26.4,Training
1035,0.0718422,1.0,9.8,89.2,17.7198,1531.5,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1036,0.0570556,1.0,9.8,89.2,18.6344,1565.6,99.6,0.0,0.0,0.0,0.4,26.4,Training
1037,0.0491892,1.0,9.8,89.2,15.5223,1586.9,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1038,0.0482995,1.0,9.8,89.2,15.9881,1607.2,99.6,0.0,0.0,0.0,0.4,26.4,Training
1039,0.041365,1.0,9.8,89.2,16.1256,1616.2,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1040,0.0344198,1.0,9.8,89.2,16.3754,1626.6,99.6,0.0,0.0,0.0,0.4,26.4,Validation
1041,0.467,1.224,20.751,78.025,11.1,1138.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1042,0.457,1.224,20.751,78.025,10.7,1148.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1043,0.828,1.224,20.751,78.025,10.8,1086.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1044,0.458,1.224,20.751,78.025,10.1,1162.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1045,0.253,1.224,20.751,78.025,10.1,1194.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1046,0.24,1.224,20.751,78.025,9.9,1214.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1047,0.222,1.224,20.751,78.025,9.7,1222.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1049,1.561,1.224,20.751,78.025,9.3,1046.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1050,0.367,1.224,20.751,78.025,10.6,1176.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1051,0.348,1.224,20.751,78.025,12.3,1156.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1052,0.806,1.224,20.751,78.025,10.6,1089.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1053,0.67,1.224,20.751,78.025,10.0,1114.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1054,1.301,1.224,20.751,78.025,10.6,1040.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1055,1.532,1.224,20.751,78.025,10.0,1035.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1056,1.121,1.224,20.751,78.025,9.5,1067.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1057,1.14,1.224,20.751,78.025,7.6,1085.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1058,0.342,1.224,20.751,78.025,9.9,1191.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1059,0.373,1.224,20.751,78.025,9.4,1191.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1060,0.338,1.224,20.751,78.025,8.7,1204.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1061,1.053,1.224,20.751,78.025,11.5,1050.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1063,0.16,1.224,20.751,78.025,23.7,1154.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1064,0.216,1.224,20.751,78.025,24.6,1125.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1065,0.305,1.224,20.751,78.025,24.5,1096.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1066,0.974,1.224,20.751,78.025,24.4,966.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1067,0.71,1.224,20.751,78.025,25.0,987.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1068,0.525,1.224,20.751,78.025,24.8,1021.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1069,0.319,1.224,20.751,78.025,25.2,1083.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1070,0.181,0.616,20.87,78.505,9.9,1252.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1071,0.265,0.616,20.87,78.505,10.1,1208.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1072,0.857,0.616,20.87,78.505,10.1,1106.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1073,0.592,0.616,20.87,78.505,10.0,1144.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1074,0.53,0.616,20.87,78.505,10.5,1147.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1075,0.833,0.616,20.87,78.505,11.3,1096.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1076,0.804,0.616,20.87,78.505,11.0,1098.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1077,2.044,0.616,20.87,78.505,10.7,1022.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1078,1.233,0.616,20.87,78.505,9.7,1078.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1079,0.379,0.616,20.87,78.505,9.6,1189.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1080,0.148,0.616,20.87,78.505,25.0,1193.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1081,0.316,0.616,20.87,78.505,25.1,1128.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1084,1.68,0.616,20.87,78.505,25.8,972.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1086,3.081,0.616,20.87,78.505,20.0,790.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1087,2.699,0.616,20.87,78.505,20.2,828.0,31.5,25.0,5.8,16.5,0.0,26.4,Validation
1088,3.159,0.616,20.87,78.505,19.2,842.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1089,3.311,0.616,20.87,78.505,19.6,883.0,31.5,25.0,5.8,16.5,0.0,26.4,Training
1090,0.477,1.1521,20.7664,78.0815,9.8,1153.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1091,0.688,1.1521,20.7664,78.0815,10.6,1106.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1092,0.296,1.1521,20.7664,78.0815,10.2,1204.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1093,0.175,1.1521,20.7664,78.0815,9.7,1264.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1094,1.039,1.1521,20.7664,78.0815,11.0,1052.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1095,1.534,1.1521,20.7664,78.0815,10.5,1013.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1096,0.776,1.1521,20.7664,78.0815,10.9,1085.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1097,0.648,1.1521,20.7664,78.0815,10.3,1115.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1098,0.557,1.1521,20.7664,78.0815,24.0,1025.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1099,0.656,1.1521,20.7664,78.0815,24.2,1005.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1100,0.454,1.1521,20.7664,78.0815,24.1,1060.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1101,0.283,1.1521,20.7664,78.0815,23.2,1115.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1102,0.197,1.1521,20.7664,78.0815,21.7,1170.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1103,0.848,1.1521,20.7664,78.0815,24.4,976.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1104,0.223,0.5794,20.8867,78.5339,9.7,1239.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1106,2.141,0.5794,20.8867,78.5339,10.3,1024.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1107,0.455,0.5794,20.8867,78.5339,10.0,1164.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1108,1.014,0.5794,20.8867,78.5339,9.7,1093.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1109,0.886,0.5794,20.8867,78.5339,9.4,1103.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1110,1.258,0.5794,20.8867,78.5339,10.2,1065.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1111,0.343,0.5794,20.8867,78.5339,9.7,1199.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1112,0.637,0.5794,20.8867,78.5339,10.2,1128.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1113,1.333,0.5794,20.8867,78.5339,10.5,1056.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1114,0.307,0.5794,20.8867,78.5339,25.3,1122.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1115,0.511,0.5794,20.8867,78.5339,24.7,1066.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1116,0.229,0.5794,20.8867,78.5339,24.1,1155.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1117,0.849,0.5794,20.8867,78.5339,25.7,1013.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1118,1.38,0.5794,20.8867,78.5339,26.4,977.0,37.2,40.0,22.1,0.2,0.0,24.1,Validation
1119,3.633,0.5794,20.8867,78.5339,17.4,882.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1120,4.136,0.5794,20.8867,78.5339,16.0,785.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
1138,0.337,0.5794,20.8867,78.5339,20.3,885.0,37.2,40.0,22.1,0.2,0.0,24.1,Training
768,0.028,1.276,20.74,77.984,23.7,1229.0,29.0,25.0,7.0,16.0,3.0,19.91,Test
106,0.036,2.56,20.46,76.98,10.39,1372.2,4.11973,37.34012,49.87414,0.72511,0.45811,22.0,Test
1009,0.0398013,0.51,9.9,89.59,17.875,1663.7,99.6,0.0,0.0,0.0,0.4,26.4,Test
10,0.046,0.61,20.87,78.52,2.06,1585.2,28.8996301,26.27306416,10.93039112,7.681035334,4.0141944,20.07,Test
361,0.054,2.5,20.48,77.03,9.69,1449.5,67.81749,6.32087,2.44894,4.1087,1.47231,26.77,Test
318,0.057,1.27,20.73,78.0,10.12,1407.4,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Test
401,0.063,0.689,20.86,78.45,21.7,1273.0,29.0,25.0,7.0,16.0,3.0,19.91,Test
49,0.067,2.47,20.48,77.05,9.3,1356.6,28.8996301,26.27306416,10.93039112,7.681035334,4.0141944,20.07,Test
609,0.07,1.258,20.74,78.0,20.5,1213.0,77.0,15.0,1.6,0.9,0.0,23.57,Test
596,0.074,1.286,20.74,77.97,19.0,1212.0,42.0,1.0,0.0,0.0,0.0,22.88,Test
662,0.0827,0.59,10.44,88.97,10.88,1397.4,42.7,10.7,7.1,14.4,0.0,23.2,Test
8,0.084,0.61,20.87,78.52,2.16,1501.0,28.8996301,26.27306416,10.93039112,7.681035334,4.0141944,20.07,Test
190,0.098,0.64,20.87,78.5,10.09,1405.7,20.76559,28.82611,23.55078,4.31528,6.4803,21.421,Test
377,0.101,0.346,20.94,78.72,20.4,1259.0,29.0,25.0,7.0,16.0,3.0,19.91,Test
199,0.108,1.27,20.73,78.0,9.97,1357.9,20.76559,28.82611,23.55078,4.31528,6.4803,21.421,Test
242,0.114,1.25,20.74,78.01,10.35,1319.8,31.47275,20.64195,5.12337,15.45842,4.61387,20.07,Test
1033,0.118375,1.0,9.8,89.2,15.8992,1458.7,99.6,0.0,0.0,0.0,0.4,26.4,Test
868,0.133,1.2385,20.7482,78.0133,13.0,1247.0,22.52,30.58,11.23,19.52,0.0,22.0,Test
398,0.138,0.689,20.86,78.45,21.9,1196.0,29.0,25.0,7.0,16.0,3.0,19.91,Test
128,0.15,1.27,20.73,78.0,2.02,1409.2,17.79624,28.991035,27.498755,8.091765,2.53599,21.035,Test
973,0.157,0.2418,4.0,0.0,1.26,1512.0,39.7,18.0,28.2,0.7,0.0,25.6,Test
418,0.158,1.368,20.72,77.91,7.3,1233.0,29.0,25.0,7.0,16.0,3.0,19.91,Test
119,0.166,0.64,20.87,78.5,9.99,1266.7,17.79624,28.991035,27.498755,8.091765,2.53599,21.035,Test
145,0.174,2.5,20.48,77.03,1.93,1377.9,17.79624,28.991035,27.498755,8.091765,2.53599,21.035,Test
396,0.18,0.689,20.86,78.45,19.0,1179.0,29.0,25.0,7.0,16.0,3.0,19.91,Test
294,0.192,2.5,20.48,77.02,2.93,1365.5,84.94848,0.99754,0.09832,0.00683,0.0,24.82,Test
163,0.206,0.64,20.87,78.5,9.57,1274.8,11.06656,33.24736,36.64036,3.61921,4.4842,20.649,Test
